DateTime,Tuketim_MWh,Ankara_Sicaklik,Erzurum_Sicaklik,Istanbul_Sicaklik,Izmir_Sicaklik,Weighted_Avg_Temp,Saat,Ay,Yil,Haftanin_Gunu,Hafta_Sonu,Mesai_Saati,Lag_Tuketim_24h
2024-07-30 01:00:00,42359.63,18.9,14.4,25.6,28.9,22.9,1,7,2024,1,0,0,39227.38
2024-07-30 02:00:00,40842.26,17.8,13.3,25.0,28.9,22.22,2,7,2024,1,0,0,37588.43
2024-07-30 03:00:00,39594.73,17.2,13.1,25.0,30.0,22.26,3,7,2024,1,0,0,36448.43
2024-07-30 04:00:00,38899.09,16.7,10.0,25.6,29.4,21.8,4,7,2024,1,0,0,35875.29
2024-07-30 05:00:00,38077.74,16.1,9.4,25.0,29.4,21.32,5,7,2024,1,0,0,35146.91
2024-07-30 06:00:00,37317.92,16.7,11.9,25.6,28.9,21.98,6,7,2024,1,0,0,34354.58
2024-07-30 07:00:00,39544.73,18.9,17.2,27.2,28.9,23.96,7,7,2024,1,0,0,37362.99
2024-07-30 08:00:00,45436.68,21.7,17.8,27.5,30.6,25.22,8,7,2024,1,0,1,43929.2
2024-07-30 09:00:00,49309.61,23.1,19.4,28.1,31.7,26.26,9,7,2024,1,0,1,48131.26
2024-07-30 10:00:00,51070.72,25.0,21.1,27.8,32.8,27.1,10,7,2024,1,0,1,49981.92
2024-07-30 11:00:00,52201.4,26.7,22.2,29.4,33.3,28.42,11,7,2024,1,0,1,51194.94
2024-07-30 12:00:00,51957.17,27.5,22.8,30.0,35.0,29.3,12,7,2024,1,0,1,50803.31
2024-07-30 13:00:00,52615.4,27.8,23.9,29.4,36.7,29.64,13,7,2024,1,0,1,52417.02
2024-07-30 14:00:00,53929.05,29.4,25.6,30.6,37.2,30.87,14,7,2024,1,0,1,53941.04
2024-07-30 15:00:00,53536.44,29.4,25.6,30.0,37.6,30.71,15,7,2024,1,0,1,53916.03
2024-07-30 16:00:00,53424.79,28.9,26.1,28.9,37.8,30.26,16,7,2024,1,0,1,52893.84
2024-07-30 17:00:00,52318.51,28.3,26.1,28.3,36.9,29.69,17,7,2024,1,0,1,52658.51
2024-07-30 18:00:00,50744.44,26.7,25.6,27.8,35.7,28.78,18,7,2024,1,0,1,50982.17
2024-07-30 19:00:00,50255.82,24.4,22.5,27.2,33.5,27.06,19,7,2024,1,0,0,50215.86
2024-07-30 20:00:00,51108.59,22.5,19.4,26.1,31.7,25.32,20,7,2024,1,0,0,51162.5
2024-07-30 21:00:00,50384.28,22.2,18.3,25.6,30.4,24.62,21,7,2024,1,0,0,50540.01
2024-07-30 22:00:00,48718.1,20.6,18.3,25.0,28.9,23.68,22,7,2024,1,0,0,48836.46
2024-07-30 23:00:00,46747.63,19.4,16.7,25.0,28.3,23.01,23,7,2024,1,0,0,46789.43
2024-07-31 00:00:00,44431.94,18.9,15.0,25.0,28.3,22.64,0,7,2024,2,0,0,44351.75
2024-07-31 01:00:00,42303.88,18.9,14.4,23.3,27.8,21.76,1,7,2024,2,0,0,42359.63
2024-07-31 02:00:00,40640.21,17.5,13.3,22.5,27.5,20.87,2,7,2024,2,0,0,40842.26
2024-07-31 03:00:00,39533.79,17.2,13.3,22.5,27.2,20.74,3,7,2024,2,0,0,39594.73
2024-07-31 04:00:00,38742.92,16.1,12.8,22.2,26.1,20.05,4,7,2024,2,0,0,38899.09
2024-07-31 05:00:00,37876.69,14.4,13.3,22.2,26.1,19.7,5,7,2024,2,0,0,38077.74
2024-07-31 06:00:00,37250.89,14.4,14.4,22.5,26.1,19.98,6,7,2024,2,0,0,37317.92
2024-07-31 07:00:00,39381.95,17.5,15.6,25.0,27.2,22.16,7,7,2024,2,0,0,39544.73
2024-07-31 08:00:00,45271.32,18.3,18.3,26.7,27.8,23.56,8,7,2024,2,0,1,45436.68
2024-07-31 09:00:00,48832.67,21.7,19.4,27.5,29.4,25.22,9,7,2024,2,0,1,49309.61
2024-07-31 10:00:00,50312.2,22.5,21.1,27.5,31.7,26.13,10,7,2024,2,0,1,51070.72
2024-07-31 11:00:00,50999.34,24.4,22.2,28.9,32.5,27.49,11,7,2024,2,0,1,52201.4
2024-07-31 12:00:00,49750.57,25.6,23.3,29.4,33.9,28.44,12,7,2024,2,0,1,51957.17
2024-07-31 13:00:00,52073.16,26.1,23.9,30.0,35.0,29.11,13,7,2024,2,0,1,52615.4
2024-07-31 14:00:00,52990.38,27.8,25.6,29.4,35.6,29.67,14,7,2024,2,0,1,53929.05
2024-07-31 15:00:00,52350.55,28.3,25.6,28.9,36.7,29.82,15,7,2024,2,0,1,53536.44
2024-07-31 16:00:00,52576.88,28.3,27.2,28.9,36.1,29.94,16,7,2024,2,0,1,53424.79
2024-07-31 17:00:00,50948.58,28.3,26.7,27.8,36.1,29.42,17,7,2024,2,0,1,52318.51
2024-07-31 18:00:00,50584.27,27.2,21.9,27.2,35.7,28.1,18,7,2024,2,0,1,50744.44
2024-07-31 19:00:00,50161.52,25.6,19.4,26.1,33.3,26.41,19,7,2024,2,0,0,50255.82
2024-07-31 20:00:00,50698.06,23.3,17.8,25.0,31.7,24.84,20,7,2024,2,0,0,51108.59
2024-07-31 21:00:00,50062.28,22.2,17.2,24.4,30.0,23.89,21,7,2024,2,0,0,50384.28
2024-07-31 22:00:00,48526.06,20.6,16.7,24.4,29.4,23.3,22,7,2024,2,0,0,48718.1
2024-07-31 23:00:00,46592.16,19.4,16.1,23.3,28.3,22.24,23,7,2024,2,0,0,46747.63
2024-08-01 00:00:00,44337.83,19.4,15.6,22.8,27.5,21.81,0,8,2024,3,0,0,44431.94
2024-08-01 01:00:00,42117.24,18.9,15.6,22.8,27.2,21.62,1,8,2024,3,0,0,42303.88
2024-08-01 02:00:00,40620.05,17.8,14.4,22.2,27.2,20.93,2,8,2024,3,0,0,40640.21
2024-08-01 03:00:00,39574.87,17.2,12.5,22.2,27.2,20.5,3,8,2024,3,0,0,39533.79
2024-08-01 04:00:00,38779.67,17.2,11.7,21.7,26.7,20.08,4,8,2024,3,0,0,38742.92
2024-08-01 05:00:00,38067.47,16.1,10.0,21.7,26.1,19.42,5,8,2024,3,0,0,37876.69
2024-08-01 06:00:00,37005.18,16.7,13.1,22.5,25.0,20.14,6,8,2024,3,0,0,37250.89
2024-08-01 07:00:00,38988.37,18.3,16.1,24.4,26.1,21.97,7,8,2024,3,0,0,39381.95
2024-08-01 08:00:00,45264.68,20.6,18.3,25.6,27.5,23.64,8,8,2024,3,0,1,45271.32
2024-08-01 09:00:00,48324.93,22.5,20.0,27.2,28.9,25.29,9,8,2024,3,0,1,48832.67
2024-08-01 10:00:00,50779.74,23.3,21.1,27.5,30.6,26.11,10,8,2024,3,0,1,50312.2
2024-08-01 11:00:00,52430.52,24.4,22.5,28.3,32.2,27.24,11,8,2024,3,0,1,50999.34
2024-08-01 12:00:00,51855.69,26.1,23.3,28.9,32.5,28.08,12,8,2024,3,0,1,49750.57
2024-08-01 13:00:00,53095.69,27.2,25.6,30.0,33.9,29.42,13,8,2024,3,0,1,52073.16
2024-08-01 14:00:00,53938.2,27.5,26.1,30.0,35.6,29.91,14,8,2024,3,0,1,52990.38
2024-08-01 15:00:00,53397.65,28.9,27.2,28.9,35.6,29.98,15,8,2024,3,0,1,52350.55
2024-08-01 16:00:00,52720.22,28.9,27.5,28.9,35.6,30.03,16,8,2024,3,0,1,52576.88
2024-08-01 17:00:00,51386.4,30.0,27.2,27.8,34.4,29.58,17,8,2024,3,0,1,50948.58
2024-08-01 18:00:00,48539.73,29.4,23.9,27.5,33.3,28.6,18,8,2024,3,0,1,50584.27
2024-08-01 19:00:00,49008.25,28.1,21.1,26.7,32.5,27.37,19,8,2024,3,0,0,50161.52
2024-08-01 20:00:00,50034.85,26.7,19.4,25.0,31.1,25.81,20,8,2024,3,0,0,50698.06
2024-08-01 21:00:00,49318.28,25.0,19.4,25.0,30.0,25.16,21,8,2024,3,0,0,50062.28
2024-08-01 22:00:00,48762.87,23.3,18.3,24.4,28.3,23.99,22,8,2024,3,0,0,48526.06
2024-08-01 23:00:00,46195.3,21.7,17.2,23.9,26.1,22.78,23,8,2024,3,0,0,46592.16
2024-08-02 00:00:00,43387.67,21.7,15.6,23.3,25.6,22.2,0,8,2024,4,0,0,44337.83
2024-08-02 01:00:00,41917.38,20.0,15.6,22.8,25.0,21.46,1,8,2024,4,0,0,42117.24
2024-08-02 02:00:00,40326.21,19.4,13.9,22.2,24.4,20.7,2,8,2024,4,0,0,40620.05
2024-08-02 03:00:00,39130.43,17.8,12.8,22.2,23.9,20.03,3,8,2024,4,0,0,39574.87
2024-08-02 04:00:00,38513.05,17.5,12.8,22.2,25.0,20.18,4,8,2024,4,0,0,38779.67
2024-08-02 05:00:00,37639.56,17.2,12.5,21.7,23.9,19.64,5,8,2024,4,0,0,38067.47
2024-08-02 06:00:00,36868.25,16.7,14.4,22.5,22.8,19.9,6,8,2024,4,0,0,37005.18
2024-08-02 07:00:00,38958.27,19.4,17.5,24.4,24.4,22.12,7,8,2024,4,0,0,38988.37
2024-08-02 08:00:00,45466.3,21.7,20.0,25.6,26.7,24.01,8,8,2024,4,0,1,45264.68
2024-08-02 09:00:00,48537.82,23.9,21.1,26.1,27.5,25.08,9,8,2024,4,0,1,48324.93
2024-08-02 10:00:00,50937.54,26.1,22.5,27.8,28.3,26.68,10,8,2024,4,0,1,50779.74
2024-08-02 11:00:00,52607.15,27.5,23.9,29.4,30.6,28.34,11,8,2024,4,0,1,52430.52
2024-08-02 12:00:00,51289.4,28.9,25.0,30.0,32.5,29.48,12,8,2024,4,0,1,51855.69
2024-08-02 13:00:00,51332.17,30.6,26.1,30.0,33.9,30.34,13,8,2024,4,0,1,53095.69
2024-08-02 14:00:00,53796.25,31.1,27.2,30.6,34.4,30.98,14,8,2024,4,0,1,53938.2
2024-08-02 15:00:00,53583.42,31.7,27.5,30.6,35.0,31.29,15,8,2024,4,0,1,53397.65
2024-08-02 16:00:00,52986.23,32.2,27.8,30.0,34.4,31.1,16,8,2024,4,0,1,52720.22
2024-08-02 17:00:00,51658.86,32.2,27.8,29.4,33.9,30.76,17,8,2024,4,0,1,51386.4
2024-08-02 18:00:00,49681.79,32.2,26.7,28.9,32.8,30.17,18,8,2024,4,0,1,48539.73
2024-08-02 19:00:00,49128.7,30.6,22.5,27.5,32.5,28.52,19,8,2024,4,0,0,49008.25
2024-08-02 20:00:00,50336.01,28.3,20.0,26.7,29.4,26.64,20,8,2024,4,0,0,50034.85
2024-08-02 21:00:00,49636.96,26.7,20.6,25.0,28.3,25.42,21,8,2024,4,0,0,49318.28
2024-08-02 22:00:00,48007.92,24.4,17.8,23.9,26.7,23.67,22,8,2024,4,0,0,48762.87
2024-08-02 23:00:00,46216.31,23.3,17.8,23.9,23.9,22.84,23,8,2024,4,0,0,46195.3
2024-08-03 00:00:00,43866.5,22.2,17.2,23.3,22.8,22.01,0,8,2024,5,1,0,43387.67
2024-08-03 01:00:00,41987.19,22.2,16.1,22.8,22.5,21.58,1,8,2024,5,1,0,41917.38
2024-08-03 02:00:00,40301.21,21.1,16.7,22.5,21.1,21.0,2,8,2024,5,1,0,40326.21
2024-08-03 03:00:00,39073.33,20.0,15.6,22.2,20.6,20.34,3,8,2024,5,1,0,39130.43
2024-08-03 04:00:00,38123.83,19.4,13.9,22.2,20.0,19.82,4,8,2024,5,1,0,38513.05
2024-08-03 05:00:00,37207.17,17.8,13.3,22.2,19.4,19.21,5,8,2024,5,1,0,37639.56
2024-08-03 06:00:00,35886.27,18.1,14.4,22.5,18.9,19.46,6,8,2024,5,1,0,36868.25
2024-08-03 07:00:00,36912.91,21.1,18.1,24.4,22.5,22.25,7,8,2024,5,1,0,38958.27
2024-08-03 08:00:00,41344.24,23.9,20.0,25.0,26.1,24.2,8,8,2024,5,1,1,45466.3
2024-08-03 09:00:00,44753.3,25.6,21.7,25.0,28.3,25.32,9,8,2024,5,1,1,48537.82
2024-08-03 10:00:00,46753.09,27.5,23.3,26.1,31.1,27.03,10,8,2024,5,1,1,50937.54
2024-08-03 11:00:00,48906.83,29.4,24.4,26.1,32.8,28.01,11,8,2024,5,1,1,52607.15
2024-08-03 12:00:00,48657.47,30.6,25.6,27.2,33.9,29.15,12,8,2024,5,1,1,51289.4
2024-08-03 13:00:00,49567.67,32.2,27.2,27.5,35.0,30.13,13,8,2024,5,1,1,51332.17
2024-08-03 14:00:00,49772.32,32.8,27.8,28.9,35.6,31.05,14,8,2024,5,1,1,53796.25
2024-08-03 15:00:00,49117.84,33.3,27.0,27.8,36.7,30.84,15,8,2024,5,1,1,53583.42
2024-08-03 16:00:00,48428.72,32.8,25.0,28.9,37.2,30.95,16,8,2024,5,1,1,52986.23
2024-08-03 17:00:00,47805.38,32.8,24.6,28.9,37.2,30.89,17,8,2024,5,1,1,51658.86
2024-08-03 18:00:00,47508.27,32.5,22.2,28.9,36.1,30.24,18,8,2024,5,1,1,49681.79
2024-08-03 19:00:00,47672.83,31.1,21.1,28.3,33.9,29.04,19,8,2024,5,1,0,49128.7
2024-08-03 20:00:00,48925.59,28.1,20.0,27.5,31.7,27.36,20,8,2024,5,1,0,50336.01
2024-08-03 21:00:00,48089.86,26.1,16.7,28.3,30.6,26.47,21,8,2024,5,1,0,49636.96
2024-08-03 22:00:00,46326.21,25.0,15.0,27.2,28.1,25.0,22,8,2024,5,1,0,48007.92
2024-08-03 23:00:00,43833.1,22.8,16.1,26.1,23.9,23.34,23,8,2024,5,1,0,46216.31
2024-08-04 00:00:00,41878.91,22.5,14.4,26.1,22.8,22.78,0,8,2024,6,1,0,43866.5
2024-08-04 01:00:00,40255.22,19.4,12.8,25.0,22.8,21.33,1,8,2024,6,1,0,41987.19
2024-08-04 02:00:00,38392.42,18.3,12.5,23.9,22.2,20.45,2,8,2024,6,1,0,40301.21
2024-08-04 03:00:00,37112.35,17.5,11.1,23.9,21.9,19.98,3,8,2024,6,1,0,39073.33
2024-08-04 04:00:00,36334.22,15.6,10.0,23.9,20.0,18.96,4,8,2024,6,1,0,38123.83
2024-08-04 05:00:00,35346.99,15.6,10.0,23.9,20.0,18.96,5,8,2024,6,1,0,37207.17
2024-08-04 06:00:00,33671.43,15.6,11.9,24.4,20.0,19.44,6,8,2024,6,1,0,35886.27
2024-08-04 07:00:00,33910.1,17.8,16.1,26.1,21.9,21.68,7,8,2024,6,1,0,36912.91
2024-08-04 08:00:00,35770.19,21.1,19.4,28.3,25.6,24.62,8,8,2024,6,1,1,41344.24
2024-08-04 09:00:00,37856.0,24.4,21.7,28.3,30.0,26.68,9,8,2024,6,1,1,44753.3
2024-08-04 10:00:00,40278.05,27.5,23.3,29.4,32.8,28.69,10,8,2024,6,1,1,46753.09
2024-08-04 11:00:00,41886.65,30.0,24.4,32.2,35.0,31.04,11,8,2024,6,1,1,48906.83
2024-08-04 12:00:00,42380.59,30.6,26.7,32.2,36.7,31.88,12,8,2024,6,1,1,48657.47
2024-08-04 13:00:00,43403.19,32.2,27.8,32.8,37.5,32.84,13,8,2024,6,1,1,49567.67
2024-08-04 14:00:00,43470.78,32.8,28.3,32.8,37.8,33.12,14,8,2024,6,1,1,49772.32
2024-08-04 15:00:00,43596.3,32.8,28.9,32.5,38.3,33.2,15,8,2024,6,1,1,49117.84
2024-08-04 16:00:00,43429.43,33.3,27.8,32.5,37.8,33.06,16,8,2024,6,1,1,48428.72
2024-08-04 17:00:00,43564.83,33.3,27.8,32.2,37.5,32.88,17,8,2024,6,1,1,47805.38
2024-08-04 18:00:00,43621.94,32.2,26.1,30.6,36.7,31.54,18,8,2024,6,1,1,47508.27
2024-08-04 19:00:00,44379.37,30.0,22.5,29.4,33.3,29.3,19,8,2024,6,1,0,47672.83
2024-08-04 20:00:00,45769.53,27.5,20.0,28.9,31.7,27.78,20,8,2024,6,1,0,48925.59
2024-08-04 21:00:00,45375.07,25.6,18.9,27.5,31.1,26.46,21,8,2024,6,1,0,48089.86
2024-08-04 22:00:00,44328.95,24.4,20.6,27.2,30.6,26.19,22,8,2024,6,1,0,46326.21
2024-08-04 23:00:00,42639.57,23.9,16.1,26.7,28.9,24.85,23,8,2024,6,1,0,43833.1
2024-08-05 00:00:00,41189.06,22.2,17.2,26.1,28.3,24.23,0,8,2024,0,0,0,41878.91
2024-08-05 01:00:00,39109.92,21.1,15.6,25.6,28.1,23.48,1,8,2024,0,0,0,40255.22
2024-08-05 02:00:00,37484.04,20.0,15.0,25.0,26.7,22.59,2,8,2024,0,0,0,38392.42
2024-08-05 03:00:00,36569.5,19.4,12.8,25.0,25.0,21.77,3,8,2024,0,0,0,37112.35
2024-08-05 04:00:00,35967.71,18.3,11.9,25.0,24.4,21.24,4,8,2024,0,0,0,36334.22
2024-08-05 05:00:00,35368.41,18.9,11.1,25.0,23.3,21.05,5,8,2024,0,0,0,35346.99
2024-08-05 06:00:00,34630.81,18.9,13.3,25.0,23.3,21.38,6,8,2024,0,0,0,33671.43
2024-08-05 07:00:00,37549.02,20.6,17.5,26.1,25.0,23.22,7,8,2024,0,0,0,33910.1
2024-08-05 08:00:00,45126.39,23.3,20.0,27.2,29.4,25.58,8,8,2024,0,0,1,35770.19
2024-08-05 09:00:00,49493.46,26.1,22.8,28.3,30.6,27.38,9,8,2024,0,0,1,37856.0
2024-08-05 10:00:00,51713.8,27.5,24.4,28.9,32.5,28.6,10,8,2024,0,0,1,40278.05
2024-08-05 11:00:00,53236.15,28.3,25.6,29.4,34.4,29.56,11,8,2024,0,0,1,41886.65
2024-08-05 12:00:00,52707.85,29.4,26.7,31.7,34.4,30.92,12,8,2024,0,0,1,42380.59
2024-08-05 13:00:00,53983.68,30.6,27.5,31.1,36.1,31.44,13,8,2024,0,0,1,43403.19
2024-08-05 14:00:00,55170.9,31.7,28.5,31.7,36.1,32.1,14,8,2024,0,0,1,43470.78
2024-08-05 15:00:00,54894.18,32.2,28.3,28.9,36.1,31.08,15,8,2024,0,0,1,43596.3
2024-08-05 16:00:00,54090.26,32.5,27.8,27.8,36.1,30.64,16,8,2024,0,0,1,43429.43
2024-08-05 17:00:00,52914.54,31.7,26.4,27.8,35.0,30.01,17,8,2024,0,0,1,43564.83
2024-08-05 18:00:00,50276.0,31.1,23.3,27.5,34.4,29.15,18,8,2024,0,0,1,43621.94
2024-08-05 19:00:00,49710.77,27.5,22.5,27.2,32.5,27.63,19,8,2024,0,0,0,44379.37
2024-08-05 20:00:00,50762.1,26.1,21.1,25.6,32.2,26.37,20,8,2024,0,0,0,45769.53
2024-08-05 21:00:00,49953.98,25.0,21.1,25.0,31.7,25.76,21,8,2024,0,0,0,45375.07
2024-08-05 22:00:00,48429.84,24.2,20.0,25.0,30.0,25.05,22,8,2024,0,0,0,44328.95
2024-08-05 23:00:00,46405.97,22.4,17.8,24.4,28.9,23.81,23,8,2024,0,0,0,42639.57
2024-08-06 00:00:00,44095.78,20.6,17.2,23.3,27.8,22.61,0,8,2024,1,0,0,41189.06
2024-08-06 01:00:00,42018.85,19.4,16.1,22.8,27.5,21.88,1,8,2024,1,0,0,39109.92
2024-08-06 02:00:00,40367.08,18.9,13.3,22.8,26.1,21.06,2,8,2024,1,0,0,37484.04
2024-08-06 03:00:00,39283.56,18.3,13.1,22.8,26.1,20.88,3,8,2024,1,0,0,36569.5
2024-08-06 04:00:00,38465.89,17.5,11.1,22.8,26.1,20.38,4,8,2024,1,0,0,35967.71
