DateTime,Ankara_Sicaklik,Erzurum_Sicaklik,Istanbul_Sicaklik,Izmir_Sicaklik
2025-06-04 21:00:00,19.4,9.4,25.6,27.2
2025-06-04 22:00:00,18.1,8.9,26.1,25.6
2025-06-04 23:00:00,16.1,8.1,25.0,23.3
2025-06-05 00:00:00,15.0,6.9,23.3,21.1
2025-06-05 01:00:00,13.3,7.8,23.9,20.6
2025-06-05 02:00:00,12.8,5.0,23.1,19.4
2025-06-05 03:00:00,12.2,4.4,22.8,18.9
2025-06-05 04:00:00,11.1,3.9,22.8,18.3
2025-06-05 05:00:00,10.0,4.4,22.2,17.2
2025-06-05 06:00:00,12.5,8.1,22.5,18.1
2025-06-05 07:00:00,15.6,10.6,24.4,21.1
2025-06-05 08:00:00,18.3,13.3,26.7,25.0
2025-06-05 09:00:00,20.6,14.4,27.5,27.5
2025-06-05 10:00:00,22.8,16.1,28.9,29.4
2025-06-05 11:00:00,23.9,16.7,28.9,31.7
2025-06-05 12:00:00,26.1,17.8,30.0,32.8
2025-06-05 13:00:00,27.2,19.4,30.0,33.9
2025-06-05 14:00:00,27.5,19.4,30.6,35.0
2025-06-05 15:00:00,27.8,20.0,30.0,35.0
2025-06-05 16:00:00,27.5,20.6,30.0,35.0
2025-06-05 17:00:00,27.2,20.0,28.9,33.9
2025-06-05 18:00:00,27.2,18.1,27.5,33.9
2025-06-05 19:00:00,26.1,16.7,25.6,31.9
2025-06-05 20:00:00,23.6,16.7,24.4,30.0
2025-06-05 21:00:00,21.1,14.4,22.8,27.8
2025-06-05 22:00:00,19.4,12.8,22.8,23.3
2025-06-05 23:00:00,18.3,11.7,22.2,22.5
2025-06-06 00:00:00,16.7,10.0,22.2,22.2
2025-06-06 01:00:00,16.1,9.4,21.1,21.1
2025-06-06 02:00:00,15.6,7.5,21.1,19.4
2025-06-06 03:00:00,14.4,6.7,21.1,18.9
2025-06-06 04:00:00,12.8,6.1,20.0,17.8
2025-06-06 05:00:00,13.3,5.6,20.0,18.9
2025-06-06 06:00:00,13.9,7.8,20.6,18.3
2025-06-06 07:00:00,18.1,10.6,21.7,21.1
2025-06-06 08:00:00,20.6,13.9,23.3,24.4
2025-06-06 09:00:00,23.3,16.1,24.4,27.5
2025-06-06 10:00:00,25.6,17.5,26.1,29.4
2025-06-06 11:00:00,26.7,18.3,26.7,30.6
2025-06-06 12:00:00,27.2,18.9,27.2,31.9
2025-06-06 13:00:00,27.8,19.4,28.3,33.3
2025-06-06 14:00:00,28.3,20.0,28.9,34.4
2025-06-06 15:00:00,30.0,20.0,28.3,35.0
2025-06-06 16:00:00,29.4,20.0,27.5,35.0
2025-06-06 17:00:00,30.0,18.3,26.7,35.0
2025-06-06 18:00:00,28.9,17.8,25.0,33.3
2025-06-06 19:00:00,27.5,16.1,23.3,31.9
2025-06-06 20:00:00,24.4,13.3,21.7,30.0
2025-06-06 21:00:00,22.2,13.1,21.1,28.3
2025-06-06 22:00:00,20.6,10.6,21.1,23.3
2025-06-06 23:00:00,20.0,11.7,20.0,22.2
2025-06-07 00:00:00,18.9,8.3,20.0,22.2
2025-06-07 01:00:00,17.8,7.2,20.0,21.1
2025-06-07 02:00:00,16.7,6.7,18.9,20.6
2025-06-07 03:00:00,16.1,5.6,18.9,18.9
2025-06-07 04:00:00,15.0,3.9,18.9,18.9
2025-06-07 05:00:00,13.9,4.4,18.9,18.3
2025-06-07 06:00:00,15.0,8.6,20.0,18.9
2025-06-07 07:00:00,18.1,11.7,20.6,22.5
2025-06-07 08:00:00,19.4,13.3,21.9,26.1
2025-06-07 09:00:00,22.8,15.6,23.3,27.5
2025-06-07 10:00:00,24.4,17.2,24.4,28.3
2025-06-07 11:00:00,26.1,18.3,26.1,30.6
2025-06-07 12:00:00,27.2,19.4,27.2,31.7
2025-06-07 13:00:00,27.8,20.0,26.1,33.3
2025-06-07 14:00:00,28.9,21.1,26.7,34.4
2025-06-07 15:00:00,28.9,21.1,25.6,33.9
2025-06-07 16:00:00,28.9,21.1,24.4,33.3
2025-06-07 17:00:00,28.9,20.6,23.3,32.8
2025-06-07 18:00:00,27.5,18.3,22.5,31.9
2025-06-07 19:00:00,26.7,16.7,22.2,30.6
2025-06-07 20:00:00,23.6,14.4,21.1,29.4
2025-06-07 21:00:00,20.6,11.7,21.1,28.3
2025-06-07 22:00:00,18.3,11.1,21.1,26.7
2025-06-07 23:00:00,16.7,11.1,20.0,25.0
2025-06-08 00:00:00,16.1,10.6,20.0,22.2
2025-06-08 01:00:00,13.9,10.6,20.0,21.9
2025-06-08 02:00:00,14.4,8.9,20.0,22.8
2025-06-08 03:00:00,13.9,6.1,20.0,22.5
2025-06-08 04:00:00,11.1,5.0,20.0,21.7
2025-06-08 05:00:00,10.6,6.1,20.0,21.7
2025-06-08 06:00:00,11.1,10.0,20.0,22.2
2025-06-08 07:00:00,13.9,13.3,20.6,22.8
2025-06-08 08:00:00,18.1,15.6,22.2,24.4
2025-06-08 09:00:00,21.9,16.7,22.8,26.7
2025-06-08 10:00:00,24.4,18.3,24.4,28.3
2025-06-08 11:00:00,26.7,19.4,25.0,30.6
2025-06-08 12:00:00,28.3,21.1,23.9,32.2
2025-06-08 13:00:00,28.9,22.2,23.9,32.5
2025-06-08 14:00:00,29.4,22.8,23.9,33.3
2025-06-08 15:00:00,30.0,22.8,26.1,33.9
2025-06-08 16:00:00,30.0,22.8,26.1,33.9
2025-06-08 17:00:00,30.0,22.5,25.6,32.8
2025-06-08 18:00:00,28.9,21.1,23.3,32.5
2025-06-08 19:00:00,27.5,18.1,21.7,30.6
2025-06-08 20:00:00,24.4,14.4,21.1,28.3
2025-06-08 21:00:00,21.7,14.4,20.6,27.5
2025-06-08 22:00:00,18.3,13.9,20.0,26.9
2025-06-08 23:00:00,18.1,12.8,20.0,24.4
2025-06-09 00:00:00,17.8,13.3,18.9,23.1
2025-06-09 01:00:00,16.1,10.0,18.9,20.6
2025-06-09 02:00:00,13.9,7.5,18.3,19.4
2025-06-09 03:00:00,13.1,6.7,18.3,18.9
2025-06-09 04:00:00,11.7,6.1,18.9,18.9
2025-06-09 05:00:00,11.1,6.9,17.8,17.8
2025-06-09 06:00:00,12.5,10.0,18.3,19.4
2025-06-09 07:00:00,15.6,13.9,18.9,21.9
2025-06-09 08:00:00,18.9,17.5,20.6,25.6
2025-06-09 09:00:00,23.1,19.4,21.7,27.5
2025-06-09 10:00:00,26.7,21.7,22.2,29.4
2025-06-09 11:00:00,27.5,23.1,22.8,31.1
2025-06-09 12:00:00,28.3,24.4,22.8,32.5
2025-06-09 13:00:00,30.0,25.0,23.3,33.9
2025-06-09 14:00:00,31.1,25.6,23.9,34.4
2025-06-09 15:00:00,31.7,24.4,23.9,35.6
2025-06-09 16:00:00,31.1,25.6,27.5,35.6
2025-06-09 17:00:00,31.1,23.1,26.7,34.4
2025-06-09 18:00:00,30.6,23.1,25.6,33.3
2025-06-09 19:00:00,28.9,20.6,23.3,32.2
2025-06-09 20:00:00,25.0,17.5,22.5,30.6
2025-06-09 21:00:00,23.3,16.1,22.2,27.5
2025-06-09 22:00:00,22.8,16.4,22.2,27.5
2025-06-09 23:00:00,21.1,15.6,21.1,27.8
2025-06-10 00:00:00,19.4,15.6,21.1,27.2
2025-06-10 01:00:00,18.3,13.9,21.1,26.1
2025-06-10 02:00:00,17.5,12.5,21.1,24.4
2025-06-10 03:00:00,16.1,10.6,21.1,23.9
2025-06-10 04:00:00,15.6,7.8,21.1,22.5
2025-06-10 05:00:00,13.9,7.5,21.1,22.8
2025-06-10 06:00:00,16.7,11.1,21.7,22.8
2025-06-10 07:00:00,20.0,14.4,23.3,24.4
2025-06-10 08:00:00,22.2,17.5,24.4,26.7
2025-06-10 09:00:00,24.4,18.3,22.8,27.5
2025-06-10 10:00:00,26.1,20.6,25.6,29.4
2025-06-10 11:00:00,26.7,21.7,26.7,31.7
2025-06-10 12:00:00,27.2,22.8,27.2,32.5
2025-06-10 13:00:00,27.8,22.8,26.7,33.9
2025-06-10 14:00:00,28.9,23.9,26.1,35.6
2025-06-10 15:00:00,30.0,23.9,25.6,36.1
2025-06-10 16:00:00,28.9,23.9,25.0,36.1
2025-06-10 17:00:00,27.8,23.3,24.4,36.7
2025-06-10 18:00:00,28.9,22.5,23.3,35.0
2025-06-10 19:00:00,26.7,20.0,22.5,33.3
2025-06-10 20:00:00,24.4,18.9,21.7,31.7
2025-06-10 21:00:00,22.8,18.3,21.1,29.4
2025-06-10 22:00:00,21.1,17.2,21.1,28.9
2025-06-10 23:00:00,19.4,16.7,21.1,27.5
2025-06-11 00:00:00,18.3,15.6,21.1,27.5
2025-06-11 01:00:00,17.5,13.9,20.0,25.6
2025-06-11 02:00:00,17.2,11.7,20.0,25.0
2025-06-11 03:00:00,16.1,10.6,20.0,23.9
2025-06-11 04:00:00,14.4,9.4,20.0,23.9
2025-06-11 05:00:00,14.4,8.9,20.0,22.8
2025-06-11 06:00:00,16.1,11.9,20.6,22.8
2025-06-11 07:00:00,18.9,16.1,21.7,23.9
2025-06-11 08:00:00,21.7,17.5,22.8,25.6
2025-06-11 09:00:00,23.3,18.9,24.4,26.7
2025-06-11 10:00:00,24.4,20.6,25.6,27.8
2025-06-11 11:00:00,26.1,22.5,26.7,29.4
2025-06-11 12:00:00,26.7,23.9,27.8,31.1
2025-06-11 13:00:00,27.5,23.9,27.5,32.5
2025-06-11 14:00:00,27.8,22.5,28.3,33.3
2025-06-11 15:00:00,28.9,22.2,27.2,33.3
2025-06-11 16:00:00,28.9,20.4,27.2,33.3
2025-06-11 17:00:00,28.9,18.0,26.1,32.5
2025-06-11 18:00:00,28.3,15.0,25.6,32.2
2025-06-11 19:00:00,27.5,14.3,23.9,31.1
2025-06-11 20:00:00,26.7,13.9,22.8,29.4
2025-06-11 21:00:00,22.2,13.9,22.2,27.8
2025-06-11 22:00:00,21.7,13.3,22.2,27.2
2025-06-11 23:00:00,20.6,13.3,21.7,26.7
2025-06-12 00:00:00,20.6,12.5,21.1,23.9
2025-06-12 01:00:00,20.0,11.7,21.1,23.1
2025-06-12 02:00:00,18.3,10.0,21.1,22.5
2025-06-12 03:00:00,18.3,10.0,21.1,22.8
2025-06-12 04:00:00,16.7,8.9,20.0,23.3
2025-06-12 05:00:00,16.1,9.4,20.6,22.8
2025-06-12 06:00:00,17.5,11.7,21.1,23.3
2025-06-12 07:00:00,20.0,15.0,22.5,25.6
2025-06-12 08:00:00,22.5,15.6,23.3,26.7
2025-06-12 09:00:00,25.0,18.3,25.0,27.8
2025-06-12 10:00:00,26.7,20.0,25.0,30.0
2025-06-12 11:00:00,27.8,22.2,26.1,31.1
2025-06-12 12:00:00,28.9,23.9,28.1,32.8
2025-06-12 13:00:00,28.3,25.6,28.9,33.9
2025-06-12 14:00:00,31.1,27.2,29.4,35.0
2025-06-12 15:00:00,31.1,26.1,28.9,35.0
2025-06-12 16:00:00,29.4,26.1,27.8,35.0
2025-06-12 17:00:00,28.9,24.4,26.9,34.4
2025-06-12 18:00:00,27.5,21.9,25.6,33.3
2025-06-12 19:00:00,26.7,20.0,24.4,32.5
2025-06-12 20:00:00,24.4,17.5,22.5,31.1
2025-06-12 21:00:00,22.5,17.2,22.2,29.4
2025-06-12 22:00:00,21.7,17.0,21.7,28.3
2025-06-12 23:00:00,20.0,17.2,21.1,27.8
2025-06-13 00:00:00,19.4,13.9,21.1,26.9
2025-06-13 01:00:00,17.8,13.9,20.6,26.7
2025-06-13 02:00:00,17.8,12.8,20.0,26.1
2025-06-13 03:00:00,17.5,11.9,20.6,24.4
2025-06-13 04:00:00,17.5,10.6,20.0,23.9
2025-06-13 05:00:00,16.1,10.0,20.0,23.9
2025-06-13 06:00:00,17.5,13.1,21.1,24.4
2025-06-13 07:00:00,20.0,16.9,22.5,25.6
2025-06-13 08:00:00,22.5,18.3,22.8,27.5
2025-06-13 09:00:00,24.4,20.6,24.4,28.3
2025-06-13 10:00:00,25.6,22.5,25.6,30.0
2025-06-13 11:00:00,27.2,25.0,26.7,31.7
2025-06-13 12:00:00,27.8,26.7,26.7,33.3
2025-06-13 13:00:00,28.3,26.1,27.5,33.9
2025-06-13 14:00:00,30.0,25.6,27.2,35.0
2025-06-13 15:00:00,31.1,24.6,26.7,33.9
2025-06-13 16:00:00,31.7,26.1,26.1,32.8
2025-06-13 17:00:00,28.3,25.6,25.6,32.5
2025-06-13 18:00:00,27.5,23.1,24.4,31.7
2025-06-13 19:00:00,25.6,20.0,23.3,31.1
2025-06-13 20:00:00,22.5,18.9,22.5,28.3
2025-06-13 21:00:00,21.7,18.9,22.2,26.7
